,atlas,classifier,dataset,measure,scores
8483,basc_scale122,ridge,adni,partial correlation,0.6375
8484,basc_scale122,svc_l1,adni,tangent,0.85833333
8485,basc_scale122,svc_l2,adni,tangent,0.6875
8486,basc_scale122,ridge,adni,tangent,0.725
8487,ho_cort_symm_split,svc_l1,adni,correlation,0.57083333
8488,ho_cort_symm_split,svc_l2,adni,correlation,0.60416667
8489,ho_cort_symm_split,ridge,adni,correlation,0.60416667
8490,ho_cort_symm_split,svc_l1,adni,partial correlation,0.3
8491,ho_cort_symm_split,svc_l2,adni,partial correlation,0.57916667
8492,ho_cort_symm_split,ridge,adni,partial correlation,0.5875
8493,ho_cort_symm_split,svc_l1,adni,tangent,0.425
8494,ho_cort_symm_split,svc_l2,adni,tangent,0.58333333
8495,ho_cort_symm_split,ridge,adni,tangent,0.59166667
8496,aal_spm12,svc_l1,adni,correlation,0.64166667
8497,aal_spm12,svc_l2,adni,correlation,0.55416667
8498,aal_spm12,ridge,adni,correlation,0.55416667
8499,aal_spm12,svc_l1,adni,partial correlation,0.425
8500,aal_spm12,svc_l2,adni,partial correlation,0.525
8501,aal_spm12,ridge,adni,partial correlation,0.525
8502,aal_spm12,svc_l1,adni,tangent,0.5375
8503,aal_spm12,svc_l2,adni,tangent,0.54166667
8504,aal_spm12,ridge,adni,tangent,0.5625
8505,basc_scale122,svc_l1,adni,correlation,0.65416667
8506,basc_scale122,svc_l2,adni,correlation,0.6
8507,basc_scale122,ridge,adni,correlation,0.59166667
8508,basc_scale122,svc_l1,adni,partial correlation,0.60833333
8509,basc_scale122,svc_l2,adni,partial correlation,0.59166667
8510,basc_scale122,ridge,adni,partial correlation,0.5875
8511,basc_scale122,svc_l1,adni,tangent,0.67916667
8512,basc_scale122,svc_l2,adni,tangent,0.63333333
8513,basc_scale122,ridge,adni,tangent,0.65833333
8514,ho_cort_symm_split,svc_l1,adni,correlation,0.53333333
8515,ho_cort_symm_split,svc_l2,adni,correlation,0.50833333
8516,ho_cort_symm_split,ridge,adni,correlation,0.4875
8517,ho_cort_symm_split,svc_l1,adni,partial correlation,0.26666667
8518,ho_cort_symm_split,svc_l2,adni,partial correlation,0.60416667
8519,ho_cort_symm_split,ridge,adni,partial correlation,0.60833333
8520,ho_cort_symm_split,svc_l1,adni,tangent,0.48333333
8521,ho_cort_symm_split,svc_l2,adni,tangent,0.54166667
8522,ho_cort_symm_split,ridge,adni,tangent,0.54166667
8523,aal_spm12,svc_l1,adni,correlation,0.59583333
8524,aal_spm12,svc_l2,adni,correlation,0.55833333
8525,aal_spm12,ridge,adni,correlation,0.5375
8526,aal_spm12,svc_l1,adni,partial correlation,0.58333333
8527,aal_spm12,svc_l2,adni,partial correlation,0.50416667
8528,aal_spm12,ridge,adni,partial correlation,0.50416667
8529,aal_spm12,svc_l1,adni,tangent,0.5875
8530,aal_spm12,svc_l2,adni,tangent,0.49166667
8531,aal_spm12,ridge,adni,tangent,0.50416667
8532,basc_scale122,svc_l1,adni,correlation,0.7375
8533,basc_scale122,svc_l2,adni,correlation,0.74583333
8534,basc_scale122,ridge,adni,correlation,0.75833333
8535,basc_scale122,svc_l1,adni,partial correlation,0.59583333
8536,basc_scale122,svc_l2,adni,partial correlation,0.75
8537,basc_scale122,ridge,adni,partial correlation,0.75
8538,basc_scale122,svc_l1,adni,tangent,0.72083333
8539,basc_scale122,svc_l2,adni,tangent,0.69583333
8540,basc_scale122,ridge,adni,tangent,0.69166667
8541,ho_cort_symm_split,svc_l1,adni,correlation,0.65
8542,ho_cort_symm_split,svc_l2,adni,correlation,0.64583333
8543,ho_cort_symm_split,ridge,adni,correlation,0.68333333
8544,ho_cort_symm_split,svc_l1,adni,partial correlation,0.42083333
8545,ho_cort_symm_split,svc_l2,adni,partial correlation,0.55416667
8546,ho_cort_symm_split,ridge,adni,partial correlation,0.55416667
8547,ho_cort_symm_split,svc_l1,adni,tangent,0.69166667
8548,ho_cort_symm_split,svc_l2,adni,tangent,0.58333333
8549,ho_cort_symm_split,ridge,adni,tangent,0.60416667
8550,aal_spm12,svc_l1,adni,correlation,0.70833333
8551,aal_spm12,svc_l2,adni,correlation,0.69166667
8552,aal_spm12,ridge,adni,correlation,0.68333333
8553,aal_spm12,svc_l1,adni,partial correlation,0.64166667
8554,aal_spm12,svc_l2,adni,partial correlation,0.6875
8555,aal_spm12,ridge,adni,partial correlation,0.6875
8556,aal_spm12,svc_l1,adni,tangent,0.725
8557,aal_spm12,svc_l2,adni,tangent,0.7625
8558,aal_spm12,ridge,adni,tangent,0.76666667
8559,basc_scale122,svc_l1,adni,correlation,0.5875
8560,basc_scale122,svc_l2,adni,correlation,0.575
8561,basc_scale122,ridge,adni,correlation,0.6
8562,basc_scale122,svc_l1,adni,partial correlation,0.47083333
8563,basc_scale122,svc_l2,adni,partial correlation,0.64166667
8564,basc_scale122,ridge,adni,partial correlation,0.64166667
8565,basc_scale122,svc_l1,adni,tangent,0.6625
8566,basc_scale122,svc_l2,adni,tangent,0.75416667
8567,basc_scale122,ridge,adni,tangent,0.7625
8568,ho_cort_symm_split,svc_l1,adni,correlation,0.55833333
8569,ho_cort_symm_split,svc_l2,adni,correlation,0.71666667
8570,ho_cort_symm_split,ridge,adni,correlation,0.725
8571,ho_cort_symm_split,svc_l1,adni,partial correlation,0.41666667
8572,ho_cort_symm_split,svc_l2,adni,partial correlation,0.62083333
8573,ho_cort_symm_split,ridge,adni,partial correlation,0.62083333
8574,ho_cort_symm_split,svc_l1,adni,tangent,0.51666667
8575,ho_cort_symm_split,svc_l2,adni,tangent,0.74166667
8576,ho_cort_symm_split,ridge,adni,tangent,0.75
8577,aal_spm12,svc_l1,adni,correlation,0.825
8578,aal_spm12,svc_l2,adni,correlation,0.72083333
8579,aal_spm12,ridge,adni,correlation,0.7125
8580,aal_spm12,svc_l1,adni,partial correlation,0.46666667
8581,aal_spm12,svc_l2,adni,partial correlation,0.63333333
8582,aal_spm12,ridge,adni,partial correlation,0.6375
8583,aal_spm12,svc_l1,adni,tangent,0.64583333
8584,aal_spm12,svc_l2,adni,tangent,0.72916667
8585,aal_spm12,ridge,adni,tangent,0.725
8586,basc_scale122,svc_l1,adni,correlation,0.6625
8587,basc_scale122,svc_l2,adni,correlation,0.72916667
8588,basc_scale122,ridge,adni,correlation,0.72083333
8589,basc_scale122,svc_l1,adni,partial correlation,0.52083333
8590,basc_scale122,svc_l2,adni,partial correlation,0.68333333
8591,basc_scale122,ridge,adni,partial correlation,0.6875
8592,basc_scale122,svc_l1,adni,tangent,0.675
8593,basc_scale122,svc_l2,adni,tangent,0.80833333
8594,basc_scale122,ridge,adni,tangent,0.825
8595,ho_cort_symm_split,svc_l1,adni,correlation,0.6
8596,ho_cort_symm_split,svc_l2,adni,correlation,0.65833333
8597,ho_cort_symm_split,ridge,adni,correlation,0.65416667
8598,ho_cort_symm_split,svc_l1,adni,partial correlation,0.475
8599,ho_cort_symm_split,svc_l2,adni,partial correlation,0.54166667
8600,ho_cort_symm_split,ridge,adni,partial correlation,0.55
8601,ho_cort_symm_split,svc_l1,adni,tangent,0.62916667
8602,ho_cort_symm_split,svc_l2,adni,tangent,0.62083333
8603,ho_cort_symm_split,ridge,adni,tangent,0.64583333
8604,aal_spm12,svc_l1,adni,correlation,0.5875
8605,aal_spm12,svc_l2,adni,correlation,0.49583333
8606,aal_spm12,ridge,adni,correlation,0.49166667
8607,aal_spm12,svc_l1,adni,partial correlation,0.44583333
8608,aal_spm12,svc_l2,adni,partial correlation,0.45833333
8609,aal_spm12,ridge,adni,partial correlation,0.45833333
8610,aal_spm12,svc_l1,adni,tangent,0.44166667
8611,aal_spm12,svc_l2,adni,tangent,0.44583333
8612,aal_spm12,ridge,adni,tangent,0.45416667
8613,basc_scale122,svc_l1,adni,correlation,0.5125
8614,basc_scale122,svc_l2,adni,correlation,0.55833333
8615,basc_scale122,ridge,adni,correlation,0.52916667
8616,basc_scale122,svc_l1,adni,partial correlation,0.42083333
8617,basc_scale122,svc_l2,adni,partial correlation,0.54166667
8618,basc_scale122,ridge,adni,partial correlation,0.55
8619,basc_scale122,svc_l1,adni,tangent,0.56666667
8620,basc_scale122,svc_l2,adni,tangent,0.61666667
8621,basc_scale122,ridge,adni,tangent,0.625
8622,ho_cort_symm_split,svc_l1,adni,correlation,0.6
8623,ho_cort_symm_split,svc_l2,adni,correlation,0.625
8624,ho_cort_symm_split,ridge,adni,correlation,0.575
8625,ho_cort_symm_split,svc_l1,adni,partial correlation,0.3625
8626,ho_cort_symm_split,svc_l2,adni,partial correlation,0.5
8627,ho_cort_symm_split,ridge,adni,partial correlation,0.5
8628,ho_cort_symm_split,svc_l1,adni,tangent,0.55833333
8629,ho_cort_symm_split,svc_l2,adni,tangent,0.50416667
8630,ho_cort_symm_split,ridge,adni,tangent,0.52083333
8631,aal_spm12,svc_l1,adni,correlation,0.71666667
8632,aal_spm12,svc_l2,adni,correlation,0.6375
8633,aal_spm12,ridge,adni,correlation,0.65416667
8634,aal_spm12,svc_l1,adni,partial correlation,0.47083333
8635,aal_spm12,svc_l2,adni,partial correlation,0.43333333
8636,aal_spm12,ridge,adni,partial correlation,0.42916667
8637,aal_spm12,svc_l1,adni,tangent,0.70416667
8638,aal_spm12,svc_l2,adni,tangent,0.5375
8639,aal_spm12,ridge,adni,tangent,0.52083333
8640,basc_scale122,svc_l1,adni,correlation,0.49583333
8641,basc_scale122,svc_l2,adni,correlation,0.66666667
8642,basc_scale122,ridge,adni,correlation,0.65416667
8643,basc_scale122,svc_l1,adni,partial correlation,0.52083333
8644,basc_scale122,svc_l2,adni,partial correlation,0.46666667
8645,basc_scale122,ridge,adni,partial correlation,0.45833333
8646,basc_scale122,svc_l1,adni,tangent,0.61666667
8647,basc_scale122,svc_l2,adni,tangent,0.69166667
8648,basc_scale122,ridge,adni,tangent,0.65833333
8649,ho_cort_symm_split,svc_l1,adni,correlation,0.55416667
8650,ho_cort_symm_split,svc_l2,adni,correlation,0.6125
8651,ho_cort_symm_split,ridge,adni,correlation,0.60416667
8652,ho_cort_symm_split,svc_l1,adni,partial correlation,0.39166667
8653,ho_cort_symm_split,svc_l2,adni,partial correlation,0.68333333
8654,ho_cort_symm_split,ridge,adni,partial correlation,0.68333333
8655,ho_cort_symm_split,svc_l1,adni,tangent,0.48333333
8656,ho_cort_symm_split,svc_l2,adni,tangent,0.625
8657,ho_cort_symm_split,ridge,adni,tangent,0.60833333
8658,aal_spm12,svc_l1,adni,correlation,0.80416667
8659,aal_spm12,svc_l2,adni,correlation,0.75
8660,aal_spm12,ridge,adni,correlation,0.73333333
8661,aal_spm12,svc_l1,adni,partial correlation,0.55416667
8662,aal_spm12,svc_l2,adni,partial correlation,0.59583333
8663,aal_spm12,ridge,adni,partial correlation,0.59583333
8664,aal_spm12,svc_l1,adni,tangent,0.84166667
8665,aal_spm12,svc_l2,adni,tangent,0.80416667
8666,aal_spm12,ridge,adni,tangent,0.77083333
8667,basc_scale122,svc_l1,adni,correlation,0.69166667
8668,basc_scale122,svc_l2,adni,correlation,0.7875
8669,basc_scale122,ridge,adni,correlation,0.775
8670,basc_scale122,svc_l1,adni,partial correlation,0.6
8671,basc_scale122,svc_l2,adni,partial correlation,0.68333333
8672,basc_scale122,ridge,adni,partial correlation,0.68333333
8673,basc_scale122,svc_l1,adni,tangent,0.70416667
8674,basc_scale122,svc_l2,adni,tangent,0.7875
8675,basc_scale122,ridge,adni,tangent,0.7875
8676,ho_cort_symm_split,svc_l1,adni,correlation,0.51666667
8677,ho_cort_symm_split,svc_l2,adni,correlation,0.50416667
8678,ho_cort_symm_split,ridge,adni,correlation,0.5125
8679,ho_cort_symm_split,svc_l1,adni,partial correlation,0.40416667
8680,ho_cort_symm_split,svc_l2,adni,partial correlation,0.58333333
8681,ho_cort_symm_split,ridge,adni,partial correlation,0.58333333
8682,ho_cort_symm_split,svc_l1,adni,tangent,0.5625
8683,ho_cort_symm_split,svc_l2,adni,tangent,0.60416667
8684,ho_cort_symm_split,ridge,adni,tangent,0.625
8685,aal_spm12,svc_l1,adni,correlation,0.56666667
8686,aal_spm12,svc_l2,adni,correlation,0.68333333
8687,aal_spm12,ridge,adni,correlation,0.69583333
8688,aal_spm12,svc_l1,adni,partial correlation,0.69583333
8689,aal_spm12,svc_l2,adni,partial correlation,0.53333333
8690,aal_spm12,ridge,adni,partial correlation,0.53333333
8691,aal_spm12,svc_l1,adni,tangent,0.50833333
8692,aal_spm12,svc_l2,adni,tangent,0.63333333
8693,aal_spm12,ridge,adni,tangent,0.675
8694,basc_scale122,svc_l1,adni,correlation,0.59166667
8695,basc_scale122,svc_l2,adni,correlation,0.66666667
8696,basc_scale122,ridge,adni,correlation,0.68333333
8697,basc_scale122,svc_l1,adni,partial correlation,0.49583333
8698,basc_scale122,svc_l2,adni,partial correlation,0.74583333
8699,basc_scale122,ridge,adni,partial correlation,0.74583333
8700,basc_scale122,svc_l1,adni,tangent,0.70416667
8701,basc_scale122,svc_l2,adni,tangent,0.70416667
8702,basc_scale122,ridge,adni,tangent,0.75
8703,ho_cort_symm_split,svc_l1,adni,correlation,0.4125
8704,ho_cort_symm_split,svc_l2,adni,correlation,0.5875
8705,ho_cort_symm_split,ridge,adni,correlation,0.6
8706,ho_cort_symm_split,svc_l1,adni,partial correlation,0.20833333
8707,ho_cort_symm_split,svc_l2,adni,partial correlation,0.43333333
8708,ho_cort_symm_split,ridge,adni,partial correlation,0.425
8709,ho_cort_symm_split,svc_l1,adni,tangent,0.54583333
8710,ho_cort_symm_split,svc_l2,adni,tangent,0.59166667
8711,ho_cort_symm_split,ridge,adni,tangent,0.575
8712,aal_spm12,svc_l1,adni,correlation,0.64166667
8713,aal_spm12,svc_l2,adni,correlation,0.675
8714,aal_spm12,ridge,adni,correlation,0.66666667
8715,aal_spm12,svc_l1,adni,partial correlation,0.5375
8716,aal_spm12,svc_l2,adni,partial correlation,0.41666667
8717,aal_spm12,ridge,adni,partial correlation,0.42083333
8718,aal_spm12,svc_l1,adni,tangent,0.725
8719,aal_spm12,svc_l2,adni,tangent,0.50833333
8720,aal_spm12,ridge,adni,tangent,0.5375
8721,basc_scale122,svc_l1,adni,correlation,0.65833333
8722,basc_scale122,svc_l2,adni,correlation,0.675
8723,basc_scale122,ridge,adni,correlation,0.67083333
8724,basc_scale122,svc_l1,adni,partial correlation,0.45833333
8725,basc_scale122,svc_l2,adni,partial correlation,0.44166667
8726,basc_scale122,ridge,adni,partial correlation,0.4375
8727,basc_scale122,svc_l1,adni,tangent,0.63333333
8728,basc_scale122,svc_l2,adni,tangent,0.65
8729,basc_scale122,ridge,adni,tangent,0.67083333
8730,ho_cort_symm_split,svc_l1,adni,correlation,0.49583333
8731,ho_cort_symm_split,svc_l2,adni,correlation,0.63333333
8732,ho_cort_symm_split,ridge,adni,correlation,0.62083333
8733,ho_cort_symm_split,svc_l1,adni,partial correlation,0.39583333
8734,ho_cort_symm_split,svc_l2,adni,partial correlation,0.63333333
8735,ho_cort_symm_split,ridge,adni,partial correlation,0.62916667
8736,ho_cort_symm_split,svc_l1,adni,tangent,0.575
8737,ho_cort_symm_split,svc_l2,adni,tangent,0.64583333
8738,ho_cort_symm_split,ridge,adni,tangent,0.63333333
8739,aal_spm12,svc_l1,adni,correlation,0.65416667
8740,aal_spm12,svc_l2,adni,correlation,0.6125
8741,aal_spm12,ridge,adni,correlation,0.62083333
8742,aal_spm12,svc_l1,adni,partial correlation,0.625
8743,aal_spm12,svc_l2,adni,partial correlation,0.4375
8744,aal_spm12,ridge,adni,partial correlation,0.42916667
8745,aal_spm12,svc_l1,adni,tangent,0.58333333
8746,aal_spm12,svc_l2,adni,tangent,0.6125
8747,aal_spm12,ridge,adni,tangent,0.59583333
8748,basc_scale122,svc_l1,adni,correlation,0.575
8749,basc_scale122,svc_l2,adni,correlation,0.61666667
8750,basc_scale122,ridge,adni,correlation,0.63333333
8751,basc_scale122,svc_l1,adni,partial correlation,0.48333333
8752,basc_scale122,svc_l2,adni,partial correlation,0.72083333
8753,basc_scale122,ridge,adni,partial correlation,0.71666667
8754,basc_scale122,svc_l1,adni,tangent,0.63333333
8755,basc_scale122,svc_l2,adni,tangent,0.71666667
8756,basc_scale122,ridge,adni,tangent,0.72083333
8757,ho_cort_symm_split,svc_l1,adni,correlation,0.55833333
8758,ho_cort_symm_split,svc_l2,adni,correlation,0.62083333
8759,ho_cort_symm_split,ridge,adni,correlation,0.6125
8760,ho_cort_symm_split,svc_l1,adni,partial correlation,0.525
8761,ho_cort_symm_split,svc_l2,adni,partial correlation,0.575
8762,ho_cort_symm_split,ridge,adni,partial correlation,0.56666667
8763,ho_cort_symm_split,svc_l1,adni,tangent,0.7875
8764,ho_cort_symm_split,svc_l2,adni,tangent,0.64583333
8765,ho_cort_symm_split,ridge,adni,tangent,0.65
8766,aal_spm12,svc_l1,adni,correlation,0.60833333
8767,aal_spm12,svc_l2,adni,correlation,0.6375
8768,aal_spm12,ridge,adni,correlation,0.6625
8769,aal_spm12,svc_l1,adni,partial correlation,0.39583333
8770,aal_spm12,svc_l2,adni,partial correlation,0.5625
8771,aal_spm12,ridge,adni,partial correlation,0.55833333
8772,aal_spm12,svc_l1,adni,tangent,0.50833333
8773,aal_spm12,svc_l2,adni,tangent,0.59583333
8774,aal_spm12,ridge,adni,tangent,0.59166667
8775,basc_scale122,svc_l1,adni,correlation,0.6125
8776,basc_scale122,svc_l2,adni,correlation,0.60416667
8777,basc_scale122,ridge,adni,correlation,0.61666667
8778,basc_scale122,svc_l1,adni,partial correlation,0.45416667
8779,basc_scale122,svc_l2,adni,partial correlation,0.64166667
8780,basc_scale122,ridge,adni,partial correlation,0.64583333
8781,basc_scale122,svc_l1,adni,tangent,0.61666667
8782,basc_scale122,svc_l2,adni,tangent,0.675
8783,basc_scale122,ridge,adni,tangent,0.69166667
8784,ho_cort_symm_split,svc_l1,adni,correlation,0.69583333
8785,ho_cort_symm_split,svc_l2,adni,correlation,0.73333333
8786,ho_cort_symm_split,ridge,adni,correlation,0.70833333
8787,ho_cort_symm_split,svc_l1,adni,partial correlation,0.4375
8788,ho_cort_symm_split,svc_l2,adni,partial correlation,0.69583333
8789,ho_cort_symm_split,ridge,adni,partial correlation,0.69583333
8790,ho_cort_symm_split,svc_l1,adni,tangent,0.52083333
8791,ho_cort_symm_split,svc_l2,adni,tangent,0.77083333
8792,ho_cort_symm_split,ridge,adni,tangent,0.78333333
8793,aal_spm12,svc_l1,adni,correlation,0.5
8794,aal_spm12,svc_l2,adni,correlation,0.52083333
8795,aal_spm12,ridge,adni,correlation,0.51666667
8796,aal_spm12,svc_l1,adni,partial correlation,0.50833333
8797,aal_spm12,svc_l2,adni,partial correlation,0.49166667
8798,aal_spm12,ridge,adni,partial correlation,0.49166667
8799,aal_spm12,svc_l1,adni,tangent,0.47916667
8800,aal_spm12,svc_l2,adni,tangent,0.65833333
8801,aal_spm12,ridge,adni,tangent,0.6625
8802,basc_scale122,svc_l1,adni,correlation,0.74166667
8803,basc_scale122,svc_l2,adni,correlation,0.75
8804,basc_scale122,ridge,adni,correlation,0.75
8805,basc_scale122,svc_l1,adni,partial correlation,0.5375
8806,basc_scale122,svc_l2,adni,partial correlation,0.5875
8807,basc_scale122,ridge,adni,partial correlation,0.58333333
8808,basc_scale122,svc_l1,adni,tangent,0.675
8809,basc_scale122,svc_l2,adni,tangent,0.7875
8810,basc_scale122,ridge,adni,tangent,0.79166667
8811,ho_cort_symm_split,svc_l1,adni,correlation,0.6125
8812,ho_cort_symm_split,svc_l2,adni,correlation,0.54583333
8813,ho_cort_symm_split,ridge,adni,correlation,0.54583333
8814,ho_cort_symm_split,svc_l1,adni,partial correlation,0.52916667
8815,ho_cort_symm_split,svc_l2,adni,partial correlation,0.46666667
8816,ho_cort_symm_split,ridge,adni,partial correlation,0.475
8817,ho_cort_symm_split,svc_l1,adni,tangent,0.57083333
8818,ho_cort_symm_split,svc_l2,adni,tangent,0.57916667
8819,ho_cort_symm_split,ridge,adni,tangent,0.58333333
8820,aal_spm12,svc_l1,adni,correlation,0.65416667
8821,aal_spm12,svc_l2,adni,correlation,0.6625
8822,aal_spm12,ridge,adni,correlation,0.64583333
8823,aal_spm12,svc_l1,adni,partial correlation,0.50416667
8824,aal_spm12,svc_l2,adni,partial correlation,0.425
8825,aal_spm12,ridge,adni,partial correlation,0.425
8826,aal_spm12,svc_l1,adni,tangent,0.59166667
8827,aal_spm12,svc_l2,adni,tangent,0.58333333
8828,aal_spm12,ridge,adni,tangent,0.56666667
8829,basc_scale122,svc_l1,adni,correlation,0.65833333
8830,basc_scale122,svc_l2,adni,correlation,0.7375
8831,basc_scale122,ridge,adni,correlation,0.71666667
8832,basc_scale122,svc_l1,adni,partial correlation,0.69166667
8833,basc_scale122,svc_l2,adni,partial correlation,0.675
8834,basc_scale122,ridge,adni,partial correlation,0.675
8835,basc_scale122,svc_l1,adni,tangent,0.80833333
8836,basc_scale122,svc_l2,adni,tangent,0.77083333
8837,basc_scale122,ridge,adni,tangent,0.72916667
8838,ho_cort_symm_split,svc_l1,adni,correlation,0.6625
8839,ho_cort_symm_split,svc_l2,adni,correlation,0.75833333
8840,ho_cort_symm_split,ridge,adni,correlation,0.75
8841,ho_cort_symm_split,svc_l1,adni,partial correlation,0.475
8842,ho_cort_symm_split,svc_l2,adni,partial correlation,0.64583333
8843,ho_cort_symm_split,ridge,adni,partial correlation,0.64166667
8844,ho_cort_symm_split,svc_l1,adni,tangent,0.57916667
8845,ho_cort_symm_split,svc_l2,adni,tangent,0.78333333
8846,ho_cort_symm_split,ridge,adni,tangent,0.82083333
8847,aal_spm12,svc_l1,adni,correlation,0.69166667
8848,aal_spm12,svc_l2,adni,correlation,0.70416667
8849,aal_spm12,ridge,adni,correlation,0.7
8850,aal_spm12,svc_l1,adni,partial correlation,0.5
